state,ship to county,ship to city,latitude,longitude,ship to number,ship to name,parent,nickname,nh3,uan,urea,an,truck,rail,unit train,rail line,barge,nh3storage,uanstorage,ureastorage,anstorage,nh32015,nh32016,nh32017,uan2015,uan2016,uan2017,urea2015,urea2016,urea2017,an2015,an2016,an2017
IL,EDGAR,KANSAS,39.5528129,-87.9394779,207030,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,130.34,637.4,39.31,0,0,0,0,0,0,0,0,0
IL,CLARK,WEST UNION,39.2158724,-87.6661375,207031,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,"1,066.30",956.59,913.9,87.86,0,88.91,0,0,0,0,0,0
AB,CANADIAN,LLOYDMINSTER,53.28,-110.01,207035,CROP PRODUCTION SERVICES CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,1300,0,0,0,0,0,0,0,774.39,"1,017.01",289.36,0,0,0
IL,CLAY,FLORA,38.6689364,-88.4856042,207037,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,58.87,268.52,837.33,47.58,0,0,0,0,0,0,0,0
IA,IOWA,NORTH ENGLISH,41.5138978,-92.0762891,207038,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,16.09,0,0,0,0,0,0,0,0,0,0
KS,WASHINGTON,MAHASKA,39.9875046,-97.3542053,207040,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,195.82,0,0,0,0,0,0,0,0,0
GA,JENKINS,MILLEN,32.8040512,-81.9492812,207044,CROP PRODUCTION SERVICES INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,22.91,0,0,0
NE,RED WILLOW,MCCOOK,40.2019477,-100.6257077,207046,CROP PRODUCTION SERVICES INC,0,,no,yes,no,no,no,yes,no,BNSF,no,0,13400,0,0,0,0,0,"10,324.70","5,057.08","9,628.17",0,0,0,0,0,0
TX,GAINES,SEAGRAVES,32.9442651,-102.564915,207048,CROP PRODUCTION SERVICES INC,100584,,no,yes,no,no,yes,yes,no,WTLC,no,0,38100,0,0,0,0,0,"29,317.55","16,380.37","8,566.20",0,0,26.81,0,0,0
MO,SHELBY,CLARENCE,39.7419808,-92.2585152,207050,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,001.04","1,671.79",293.21,0,0,0,0,0,0,0,0,0
KS,GRAY,COPELAND,37.5419685,-100.6296,207051,CROP PRODUCTION SERVICES INC,100562,,no,yes,no,no,yes,no,no,n/a,no,0,1100,0,0,19.53,251.48,191.07,841.14,201.42,0,0,0,0,0,0,0
IL,MCDONOUGH,SCIOTA,40.5608731,-90.7517996,207053,CROP PRODUCTION SERVICES INC,100566,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,556.63,277.01,0,0,0,0,0,0,0,0,0,0
ID,CANYON,PARMA,43.7851615,-116.9432088,207054,CROP PRODUCTION SERVICES INC,unmatched,,no,yes,no,no,no,yes,no,UP,no,0,300,0,0,0,0,0,0,194.45,0,0,0,0,0,0,0
LA,EAST CARROLL,LAKE PROVIDENCE,32.8042966,-91.170109,207056,CROP PRODUCTION SERVICES INC,100583,,no,yes,no,no,no,no,no,n/a,yes,0,20500,0,0,0,0,0,0,"15,751.74",0,0,0,0,0,0,0
TX,WHARTON,WHARTON,29.3116366,-96.1027371,207057,CROP PRODUCTION SERVICES INC,100584,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,52.53,0,0,0,0,0,0,0,0
NM,EDDY,ARTESIA,32.8423345,-104.4032963,207062,CROP PRODUCTION SERVICES INC,100584,,no,yes,no,no,no,yes,no,BNSF,no,0,8200,0,0,0,0,0,"3,697.38","6,336.78","3,796.50",0,0,0,0,0,0
WA,LINCOLN,ALMIRA,47.7109823,-118.9408459,207063,CROP PRODUCTION SERVICES INC,100102,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,98.17,40.12,20.07,0,0,0,0,0,0,0,0,0
WA,GRANT,COULEE CITY,47.6112561,-119.2922499,207064,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,38.78,180.14,0,0,0,0,0,0,0,0,0,0
KS,OTTAWA,MINNEAPOLIS,39.1219448,-97.7067028,207066,CROP PRODUCTION SERVICES INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,27.52,54.31,0,0,0,0
IN,KNOX,WHEATLAND,38.6636588,-87.3094598,207067,CROP PRODUCTION SERVICES INC,100568,,no,yes,no,no,yes,no,no,n/a,no,0,600,0,0,0,0,0,328.52,457.64,0,0,0,0,0,0,0
IA,WOODBURY,DANBURY,42.2341562,-95.7222265,207071,CROP PRODUCTION SERVICES INC,100590,,no,yes,yes,no,yes,no,no,n/a,no,0,7300,300,0,201.97,588.71,459.41,"5,616.26","4,552.36",74.4,0,0,217.27,0,0,0
IN,MIAMI,AMBOY,40.6014291,-85.9288757,207073,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,848.45,569.58,"1,269.42",0,0,0,0,0,0,0,0,0
IL,CUMBERLAND,NEOGA,39.3194817,-88.4528261,207074,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,"1,009.82",258.23,635.52,99.96,0,100.23,0,0,0,0,0,0
AZ,YUMA,YUMA,32.7253249,-114.624397,207075,CROP PRODUCTION SERVICES INC,100586,,no,yes,yes,no,no,yes,no,UP,no,0,20100,900,0,20.24,0,0,"13,347.28","15,450.83","5,875.50",0,698.3,397.48,0,0,0
IL,LEE,DIXON,41.8389213,-89.4795478,207076,CROP PRODUCTION SERVICES INC,0,,no,yes,no,no,yes,no,no,n/a,no,0,800,0,0,0,0,0,0,588.2,129.17,0,0,0,0,0,0
IL,PIKE,PLEASANT HILL,42.2650159,-90.2354066,207079,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,474.37",438.66,153.35,0,0,0,0,0,0,0,0,0
IL,EDGAR,PARIS,39.611146,-87.6961374,207082,CROP PRODUCTION SERVICES INC,100563,,no,yes,no,no,yes,no,no,n/a,no,0,1100,0,0,"2,934.00",904.16,58.77,862.95,0,508.31,0,0,0,0,0,0
IA,DUBUQUE,WORTHINGTON,42.3963877,-91.1198617,207086,CROP PRODUCTION SERVICES INC,100576,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,39.49,20.63,0,0,0,0,0,0,0,0,0,0
TX,HILL,HILLSBORO,32.0109886,-97.1300061,207087,CROP PRODUCTION SERVICES INC,100556,,no,yes,no,no,no,yes,no,UP,no,0,10400,0,0,0,0,0,"5,295.03","8,021.73","2,336.85",0,0,0,0,0,0
IL,EFFINGHAM,EDGEWOOD,42.2411322,-88.9209351,207089,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,19.75,0,38.86,198.44,0,49.93,0,0,0,0,0,0
IA,CARROLL,BREDA,42.1816509,-94.9769338,207090,CROP PRODUCTION SERVICES INC,100590,,no,yes,yes,no,yes,no,no,n/a,no,0,4300,600,0,0,347.24,442.85,"3,311.92","2,741.65","3,009.87",0,0,479.2,0,0,0
IL,IROQUOIS,ONARGA,40.715035,-88.0061509,207092,CROP PRODUCTION SERVICES INC,100563,,no,yes,no,no,no,yes,no,CN,no,0,2800,0,0,0,0,0,"2,149.03",0,0,0,0,0,0,0,0
IL,OGLE,BAILEYVILLE,42.1972454,-89.5934478,207096,CROP PRODUCTION SERVICES INC,100564,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,178.73,964.42,101.03,0,0,0,0,0,0,0,0,0
IL,SAINT CLAIR,MARISSA,38.2500481,-89.7500988,207097,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,1100,0,0,623.87,60.5,496.14,841.6,79.53,287.92,0,0,0,0,0,0
CA,MONTEREY,SALINAS,36.6777372,-121.6555013,207099,CROP PRODUCTION SERVICES INC,101131,,no,yes,no,no,no,yes,no,UP,no,0,500,0,0,0,0,0,390.53,0,0,0,0,0,0,0,0
OH,ALLEN,DELPHOS,40.8433831,-84.341618,207103,CROP PRODUCTION SERVICES INC,100579,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,176.19,0,0,0,0,0,0,0,0,0,0,0
IL,KNOX,GALESBURG,40.9478158,-90.3712395,207104,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,679.06,342.78,19.87,0,0,0,0,0,0,0,0,0
IA,BOONE,OGDEN,42.0391482,-94.0277328,207106,CROP PRODUCTION SERVICES INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,22.97,0,0,0,0,0,0,0,0,0
ID,MINIDOKA,PAUL,42.6079647,-113.7833506,207107,CROP PRODUCTION SERVICES INC,unmatched,,no,yes,no,no,no,yes,no,EIRR,no,0,600,0,0,0,0,0,0,484.28,0,0,0,0,0,0,0
IA,SAC,ODEBOLT,42.3122068,-95.2505501,207110,CROP PRODUCTION SERVICES INC,100590,,no,yes,no,no,yes,no,no,n/a,no,0,1100,0,0,0,441.6,226.64,856.04,306.85,153.79,0,0,0,0,0,0
IL,WABASH,MT CARMEL,38.4108801,-87.7614174,207121,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,39.02,511.37,60.05,0,0,0,0,0,0,0,0,0
KY,HENDERSON,HENDERSON,37.8361538,-87.5900134,207122,CROP PRODUCTION SERVICES INC,100561,,no,no,no,no,no,no,no,n/a,yes,0,0,0,0,"24,758.30","5,000.28","40,590.84",0,0,0,0,0,0,0,0,0
IL,WHITE,CARMI,38.0908796,-88.1586488,207123,CROP PRODUCTION SERVICES INC,100565,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,419.29,589.75,58.29,0,0,0,0,0,0,0,0,0
TX,DAWSON,LAMESA,32.7376001,-101.9509921,207124,CROP PRODUCTION SERVICES INC,100237,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,102.43,26.21,0,0,0,0
MN,KITTSON,HALLOCK,48.7744263,-96.946447,207126,CROP PRODUCTION SERVICES INC,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,900,0,0,0,0,0,0,0,0,0,703.77,0,0,0
IN,KNOX,OAKTOWN,38.8711562,-87.4414083,207127,CROP PRODUCTION SERVICES INC,100568,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,0,0,0,0,117.13,0,0,0,0,0,0,0
IL,VERMILION,CATLIN,40.0650363,-87.7019675,207129,CROP PRODUCTION SERVICES INC,100563,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,578.65,78.24,0,0,0,0,0,0,0,0,0,0
ID,BINGHAM,BLACKFOOT,43.1904709,-112.3449773,207130,CROP PRODUCTION SERVICES INC,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,1300,0,0,0,0,0,0,0,0,0,"1,007.93",0,0,0
IL,ADAMS,COLUMBUS,39.9881027,-91.1468068,207131,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,350.8,290.69,0,0,0,0,0,0,0,0,0,0
WA,LINCOLN,DAVENPORT,47.6540456,-118.149973,207134,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,561.41,100.93,218.73,0,0,0,0,0,0,0,0,0
TX,KNOX,KNOX CITY,33.4181509,-99.8189804,207137,CROP PRODUCTION SERVICES INC,100584,,no,yes,yes,no,yes,no,no,n/a,no,0,6300,200,0,118.77,230.8,0,"4,876.51","3,886.71","2,397.33",104.54,130.65,28.45,0,0,0
MN,KANABEC,MORA,45.8769031,-93.2938352,207138,CROP PRODUCTION SERVICES INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,400,400,0,0,0,0,335.68,309.41,70.3,107.23,209.77,302.58,0,0,0
IN,POSEY,POSEYVILLE,38.1700444,-87.7830825,207140,CROP PRODUCTION SERVICES INC,100568,,no,yes,no,no,yes,no,no,n/a,no,0,1700,0,0,0,0,0,464.35,"1,294.07",0,0,0,0,0,0,0
IN,TIPPECANOE,CLARKS HILL,40.2469805,-86.7250055,207141,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,854.39,785.51,789.1,0,0,0,0,0,0,0,0,0
KS,CLAY,CLAY CENTER,37.5194641,-96.77114,207150,CROP PRODUCTION SERVICES INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,400,0,89,0,66.49,0,0,0,215.98,287.24,50.55,0,0,0
IN,VERMILLION,DANA,39.8078145,-87.4950188,207152,CROP PRODUCTION SERVICES INC,100563,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,"3,896.86","2,698.78","1,706.90",43.86,0,111.41,0,0,0,0,0,0
WA,DOUGLAS,WATERVILLE,47.6470761,-120.0711788,207153,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,58.81,427.62,412.84,0,0,0,0,0,0,0,0,0
WA,WHITMAN,ST JOHN,47.0915558,-117.5818643,207155,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,317.54,0,0,0,0,0,0,0,0,0,0,0
TX,TERRY,BROWNFIELD,33.1812035,-102.2743489,207156,CROP PRODUCTION SERVICES INC,100584,,no,yes,no,no,yes,yes,no,WTLC,no,0,9500,0,0,0,0,0,"7,340.91","6,436.25","2,729.35",0,0,0,0,0,0
MO,CASS,HARRISONVILLE,38.6533446,-94.3488372,207158,CROP PRODUCTION SERVICES INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,700,200,0,78.57,22,0,538.67,257.38,50.23,133.44,0,0,0,0,0
IL,CLINTON,NEW BADEN,38.5350488,-89.7006499,207160,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,444.01,20.44,591.97,0,0,159.09,0,0,0,0,0,0
TX,TOM GREEN,SAN ANGELO,31.4637723,-100.4370375,207165,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,28.81,0,0,0,0
MO,PIKE,BOWLING GREEN,39.3419891,-91.1951437,207170,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,006.93",745.83,519.69,0,0,0,0,0,0,0,0,0
IL,MCDONOUGH,BLANDINSVILLE,40.556152,-90.8659692,207174,CROP PRODUCTION SERVICES INC,100566,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,120.46,100,0,0,0,0,0,0,0,0,0,0
KS,SHERMAN,GOODLAND,39.350833,-101.7101722,207176,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,142.65,267.78,0,0,0,0,0,0,0,0,0,0
MN,MURRAY,SLAYTON,43.9877419,-95.7558464,207177,CROP PRODUCTION SERVICES INC,100573,,no,yes,no,no,yes,no,no,n/a,no,0,1000,0,0,296.83,196.16,0,742.44,99.82,0,0,0,0,0,0,0
IA,UNION,CRESTON,41.0586002,-94.3613475,207178,CROP PRODUCTION SERVICES INC,100606,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,330.36,295.18,116.08,0,0,0,0,0,0,0,0,0
IL,HANCOCK,FERRIS,40.4689327,-91.1704225,207180,CROP PRODUCTION SERVICES INC,100566,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,876.72,39.8,0,0,0,0,0,0,0,0,0,0
IL,MERCER,NEW BOSTON,41.1703108,-90.9968113,207182,CROP PRODUCTION SERVICES INC,100566,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,454.57,119.26,0,0,0,0,0,0,0,0,0
IL,LEE,STEWARD,41.8478069,-89.0200933,207184,CROP PRODUCTION SERVICES INC,100564,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,0,626.33,256.68,0,99.87,252.01,0,0,0,0,0,0
IL,MERCER,VIOLA,41.2030911,-90.5870792,207185,CROP PRODUCTION SERVICES INC,100566,,no,yes,no,no,yes,no,no,n/a,no,0,2600,0,0,"1,227.04","1,033.18",194.88,0,"1,984.49",0,0,0,0,0,0,0
IA,ADAMS,CORNING,40.9899861,-94.7408069,207186,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,398.09,431,541.61,0,0,0,0,0,0,0,0,0
IL,LEE,AMBOY,41.7141997,-89.3287061,207189,CROP PRODUCTION SERVICES INC,0,,no,yes,no,no,yes,no,no,n/a,no,0,700,0,0,0,286.38,197.99,0,521.22,385.16,0,0,0,0,0,0
KS,DECATUR,OBERLIN,39.8183384,-100.528201,207190,CROP PRODUCTION SERVICES INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,1000,100,0,0,0,0,535.69,0,806.12,79.72,26.09,0,0,0,0
IL,CLINTON,CARLYLE,38.6103264,-89.3725796,207193,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,242.96,0,633.74,337.02,0,292.18,0,0,0,0,0,0
WI,ROCK,JANESVILLE,42.6827885,-89.0187223,207194,CROP PRODUCTION SERVICES INC,100564,,no,yes,no,no,yes,no,no,n/a,no,0,900,0,0,0,0,0,0,25.07,706.58,0,0,0,0,0,0
IL,VERMILION,HOOPESTON,40.4672587,-87.6683573,207195,CROP PRODUCTION SERVICES INC,100563,,no,yes,no,no,yes,no,no,n/a,no,0,600,0,0,"1,552.04",364.72,38.25,489.88,0,0,0,0,0,0,0,0
IL,MONTGOMERY,NOKOMIS,39.3011566,-89.285085,207196,CROP PRODUCTION SERVICES INC,100565,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,565.35,444.99,382.68,44.68,0,0,0,0,0,0,0,0
IL,MORGAN,JACKSONVILLE,39.733936,-90.2290098,207197,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,40.89,60.86,0,0,0,0,0,0,0,0,0
IL,LIVINGSTON,SAUNEMIN,40.8930888,-88.4053323,207198,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,19.54,0,0,0,0,0,0,0,0,0
MN,SIBLEY,WINTHROP,44.5430195,-94.3663674,207201,CROP PRODUCTION SERVICES INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,200,1500,0,379,0,141.51,25.8,122.27,0,55.55,"1,117.31",157.25,0,0,0
TX,WILLIAMSON,TAYLOR,30.5707551,-97.4094438,207206,CROP PRODUCTION SERVICES INC,100556,,no,yes,no,no,no,yes,no,UP,no,0,22000,0,0,0,0,0,"16,959.50","10,463.58","8,594.28",0,0,0,0,0,0
IA,WOODBURY,MOVILLE,42.4888809,-96.0725193,207208,CROP PRODUCTION SERVICES INC,100590,,no,yes,yes,no,yes,no,no,n/a,no,0,2700,500,0,100.03,438.63,223.2,"2,107.52","1,737.88",739,0,0,362.5,0,0,0
CA,KERN,BAKERSFIELD,35.3732921,-119.0187125,207209,CROP PRODUCTION SERVICES INC,100586,,no,yes,no,no,no,yes,no,SJVR,no,0,6600,0,0,0,0,0,"4,192.38","2,439.91","5,054.75",0,0,0,0,0,0
MN,SHERBURNE,BIG LAKE,45.3324647,-93.7460804,207211,CROP PRODUCTION SERVICES INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,1100,1200,0,0,0,0,825.78,369.31,448.17,376.99,863.27,930.03,0,0,0
IA,SAC,WALL LAKE,42.2710952,-95.093047,207212,CROP PRODUCTION SERVICES INC,100590,,no,yes,yes,no,yes,no,no,n/a,no,0,2100,400,0,0,287.38,310.98,858.8,"1,605.56",698.5,26.32,0,301.23,0,0,0
MS,SHARKEY,ROLLING FORK,32.9065168,-90.8781567,207213,CROP PRODUCTION SERVICES INC,100574,,no,yes,no,no,yes,no,no,n/a,no,0,1900,0,0,0,0,0,"1,493.74",358.74,0,0,0,0,0,0,0
AL,HOUSTON,DOTHAN,31.2232313,-85.3904889,207216,CROP PRODUCTION SERVICES INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,72.71,0,0,0,0,0
IA,WOODBURY,ANTHON,42.3883232,-95.8666772,207219,CROP PRODUCTION SERVICES INC,100590,,no,yes,yes,no,yes,no,no,n/a,no,0,1800,500,0,40.73,316.82,225.06,"1,352.91","1,022.20",739.8,0,0,372.89,0,0,0
MI,CLINTON,SAINT JOHNS,43.001143,-84.5591521,207222,CROP PRODUCTION SERVICES INC,100570,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,002.05","1,402.25","1,552.44",0,0,0,0,0,0,0,0,0
MI,LENAWEE,MORENCI,41.7194949,-84.2180026,207223,CROP PRODUCTION SERVICES INC,100579,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,158.37,0,0,0,0,0,0,0,0,0,0,0
IN,DUBOIS,JASPER,38.3914418,-86.9311094,207224,CROP PRODUCTION SERVICES INC,100568,,no,yes,no,no,yes,no,no,n/a,no,0,1500,0,0,19.61,0,0,77.33,"1,169.90",0,0,0,0,0,0,0
AZ,PINAL,COOLIDGE,32.977839,-111.517624,207225,CROP PRODUCTION SERVICES INC,100586,,no,yes,yes,no,no,yes,no,UP,no,0,20100,3600,0,0,0,0,"11,097.03","15,434.33","12,498.30","2,125.57","2,797.68","1,092.43",0,0,0
MI,IONIA,LAKE ODESSA,42.7847564,-85.1383367,207227,CROP PRODUCTION SERVICES INC,100570,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,130.77,0,0,0,229.44,0,0,0,0,0,0,0
IA,DUBUQUE,DYERSVILLE,42.4844404,-91.1229136,207230,CROP PRODUCTION SERVICES INC,100576,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,59.38,"1,059.17",0,0,0,0,0,0,0,0,0,0
WA,WHITMAN,ENDICOTT,46.9257176,-117.6829807,207231,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,135.27,0,0,0,0,0,0,0,0,0,0,0
IL,IROQUOIS,SHELDON,40.7692032,-87.5639173,207237,CROP PRODUCTION SERVICES INC,100563,,no,yes,no,no,yes,yes,no,TPW,no,0,5100,0,0,95.61,552.24,311.81,"3,927.08",0,0,0,0,0,0,0,0
IL,EDGAR,METCALF,39.8011461,-87.8072504,207242,CROP PRODUCTION SERVICES INC,100563,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,"1,733.71","1,134.56",568.97,40.97,0,0,0,0,0,0,0,0
KY,OHIO,BEAVER DAM,37.4019918,-86.8758256,207244,CROP PRODUCTION SERVICES INC,100568,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,37.19,0,0,0,42.46,0,0,0,0,0,0,0
MI,HURON,UBLY,43.7100157,-82.9316072,207247,CROP PRODUCTION SERVICES INC,100570,,no,yes,yes,no,yes,no,no,n/a,no,0,700,200,0,0,0,0,208.81,297.83,560.88,140.33,0,0,0,0,0
IL,WHITESIDE,STERLING,41.788642,-89.6962194,207250,CROP PRODUCTION SERVICES INC,100564,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,544.7,160.78,65.83,0,231.94,0,0,0,0,0,0,0
MN,MARTIN,FAIRMONT,43.6521775,-94.4610832,207253,CROP PRODUCTION SERVICES INC,100573,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,801.03,753.04,402.26,0,0,0,0,0,0,0,0,0
CA,COUNTY 8783,MADERA,36.9613356,-120.0607176,207256,CROP PRODUCTION SERVICES INC,0,,no,yes,no,no,no,yes,no,UP,no,0,600,0,0,0,0,0,488.33,0,0,0,0,0,0,0,0
OH,MUSKINGUM,MOUNT STERLING,39.7195055,-83.2651926,207259,CROP PRODUCTION SERVICES INC,100580,,no,yes,no,no,no,yes,no,IORY,no,0,1900,0,0,0,0,0,0,0,"1,475.20",0,0,0,0,0,0
IL,PIKE,PITTSFIELD,39.6078254,-90.805129,207262,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,775.06,19.86,38.42,0,0,0,0,0,0,0,0,0
MI,SAINT JOSEPH,MENDON,42.0064378,-85.4499887,207267,CROP PRODUCTION SERVICES INC,100579,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,"1,247.41",487.84,0,0,0,0,46.68,0,0,0,0,0
IL,CARROLL,LANARK,42.1022465,-89.8334527,207268,CROP PRODUCTION SERVICES INC,100564,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,"1,003.45",667.46,80.28,0,193.97,0,0,0,0,0,0,0
WA,GARFIELD,POMEROY,46.4748738,-117.6026896,207270,CROP PRODUCTION SERVICES INC,100102,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,40.4,0,0,0,0,0,0,0,0,0
KS,REPUBLIC,COURTLAND,39.7813975,-97.892822,207271,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,22.25,0,131.01,27.8,0,27.77,0,0,0,0,0,0
WA,GRANT,MOSES LAKE,47.1301417,-119.2780771,207273,CROP PRODUCTION SERVICES INC,0,,no,no,yes,no,yes,yes,no,CBRW,no,0,0,800,0,0,20.23,0,0,0,0,0,0,604.02,0,0,0
MO,MONROE,PARIS,39.4808721,-92.0012811,207274,CROP PRODUCTION SERVICES INC,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,940.05,352.92,96.13,0,0,0,0,0,0,0,0,0
ID,JEFFERSON,ROBERTS,43.720188,-112.1263628,207275,CROP PRODUCTION SERVICES INC,unmatched,,no,yes,yes,no,yes,yes,no,WNKR,no,0,2200,300,0,0,0,0,0,"1,661.23",0,0,0,238.59,0,0,0
IN,SULLIVAN,SHELBURN,39.1783743,-87.3936302,207276,CROP PRODUCTION SERVICES INC,100568,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,692.71,604.25,810.49,0,171.66,0,0,0,0,0,0,0
MO,RALLS,PERRY,39.4311518,-91.6751596,207281,CROP PRODUCTION SERVICES INC,100589,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,273.51,79.47,97.96,0,48.03,0,0,0,0,0,0,0
IA,PAGE,COIN,40.6544393,-95.2302597,207282,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,42.44,19.32,19.74,0,0,0,0,0,0,0,0,0
IL,BUREAU,WALNUT,41.5567012,-89.5934315,207283,CROP PRODUCTION SERVICES INC,100564,,no,yes,no,no,yes,no,no,n/a,no,0,500,0,0,137.25,0,155.8,0,156.72,383.49,0,0,0,0,0,0
AZ,YUMA,WELLTON,32.6728256,-114.1468821,207284,CROP PRODUCTION SERVICES INC,100586,,no,yes,yes,no,no,yes,no,UP,no,0,5200,5500,0,0,0,0,"3,923.23","4,005.45","1,363.28","3,197.35","4,195.76",100.1,0,0,0
WA,LINCOLN,REARDAN,47.6696057,-117.8777336,207286,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,521.8,0,0,0,0,0,0,0,0,0,0,0
KS,GRAY,MONTEZUMA,37.5958564,-100.4432047,207287,CROP PRODUCTION SERVICES INC,100562,,no,yes,yes,no,yes,no,no,n/a,no,0,1300,100,0,22.39,19.71,0,989.59,0,0,0,83.67,108.84,0,0,0
